IPO Date,Symbol,Company Name,IPO Price,Current,Return,Related People,Description,Country,Industry,Sector,People
"Dec 18, 2020",MTAC,MedTech Acquisition Corporation,$10.00,$11.34,13.40%,"Mary T. Szela B.S.N., M.B.A. (Chief Executive Officer, President and Director), Sean Edward Murphy (Chief Financial Officer and Director), Dr. Steven C. Katz F.A.C.S., M.D. (Chief Medical Officer and Chairman of Scientific Advisory Board), Jennifer L. Stevens J.D. (Chief Regulatory Officer), Lori Ann Santamaria (Vice President of Operations), Dr. Bryan F. Cox Ph.D. (Chief Scientific and Manufacturing Officer), James E. Young (Senior Vice President of Investor Relations and Treasurer), Rachel Garcia (Marketing Manager), Dr. Richard B. Marshak M.B.A., MBA, VMD (Senior Vice President of Corporate Development and Strategy), Jodi Devlin (President of Commercial Operations)","TriSalus Life Sciences, Inc., a medical technology company, researches, develops, and sells drug delivery technologies and immune-oncology therapeutics for the treatment of liver and pancreatic cancer.",United States,Medical Devices,Healthcare,"{'Mary T. Szela B.S.N., M.B.A.': 'Chief Executive Officer, President and Director', 'Sean Edward Murphy': 'Chief Financial Officer and Director', 'Dr. Steven C. Katz F.A.C.S., M.D.': 'Chief Medical Officer and Chairman of Scientific Advisory Board', 'Jennifer L. Stevens J.D.': 'Chief Regulatory Officer', 'Lori Ann Santamaria': 'Vice President of Operations', 'Dr. Bryan F. Cox Ph.D.': 'Chief Scientific and Manufacturing Officer', 'James E. Young': 'Senior Vice President of Investor Relations and Treasurer', 'Rachel Garcia': 'Marketing Manager', 'Dr. Richard B. Marshak M.B.A., MBA, VMD': 'Senior Vice President of Corporate Development and Strategy', 'Jodi Devlin': 'President of Commercial Operations'}"
"Dec 18, 2020",DUNE,Dune Acquisition Corporation,$10.00,$4.05,-59.50%,"William Bennett Nance Jr. (Chief Executive Officer and Director), Shachi Shah (Chief Operating Officer and Chief Financial Officer)",Global Gas Corporation produces and supplies industrial gas for private and publicly-funded hydrogen development and carbon recovery projects.,United States,Specialty Chemicals,Materials,"{'William Bennett Nance Jr.': 'Chief Executive Officer and Director', 'Shachi Shah': 'Chief Operating Officer and Chief Financial Officer'}"
"Dec 17, 2020",COOL,Corner Growth Acquisition Corp.,$10.00,$11.20,12.00%,"Marvin Tien (Acting Chief Financial Officer, Co-Chairman and Chief Executive Officer), Jane Batzofin Mathieu (President), Jerome Joseph Letter CPA, CPA (Chief Operations Officer), David Kutcher (Chief Investment Officer), Kevin Tanaka (Director of Corporate Development)",Corner Growth Acquisition Corp. does not have significant operations.,United States,Shell Companies,Financials,"{'Marvin Tien': 'Acting Chief Financial Officer, Co-Chairman and Chief Executive Officer', 'Jane Batzofin Mathieu': 'President', 'Jerome Joseph Letter CPA, CPA': 'Chief Operations Officer', 'David Kutcher': 'Chief Investment Officer', 'Kevin Tanaka': 'Director of Corporate Development'}"
"Dec 17, 2020",VIRI,"Virios Therapeutics, Inc.",$10.00,$0.25,-97.51%,"Gregory Duncan (Chairman and Chief Executive Officer), Dr. William L. Pridgen M.D. (Founder and Director), Dr. R. Michael Gendreau M.D., Ph.D. (Chief Medical Officer), Ralph D. Grosswald M.P.H. (Senior Vice President of Operations), Carol Duffy Ph.D. (Chief Scientific Advisor)","Virios Therapeutics, Inc., a development-stage biotechnology company, focuses on developing novel antiviral therapies to treat diseases associated with a viral triggered abnormal immune response.",United States,Biotechnology,Healthcare,"{'Gregory Duncan': 'Chairman and Chief Executive Officer', 'Dr. William L. Pridgen M.D.': 'Founder and Director', 'Dr. R. Michael Gendreau M.D., Ph.D.': 'Chief Medical Officer', 'Ralph D. Grosswald M.P.H.': 'Senior Vice President of Operations', 'Carol Duffy Ph.D.': 'Chief Scientific Advisor'}"
"Dec 16, 2020",UPST,"Upstart Holdings, Inc.",$20.00,$22.22,11.10%,"David J. Girouard (Co-Founder, President, Chief Executive Officer and Chairperson of the Board), Paul Gu (Co-Founder, Chief Technology Officer and Director), Sanjay Datta CFA (Chief Financial Officer), Scott Darling Esq. (Chief Legal Officer and Corporate Secretary), Anna M. Counselman (Co-Founder and Senior Vice President of Business Operations), Jason Schmidt (Vice President of Investor Relations), Annie Delgado (Chief Compliance Officer), Natalia Mirgorodskaya (Corporate Controller)","Upstart Holdings, Inc., together with its subsidiaries, operates a cloud-based artificial intelligence (AI) lending platform in the United States.",United States,Credit Services,Financials,"{'David J. Girouard': 'Co-Founder, President, Chief Executive Officer and Chairperson of the Board', 'Paul Gu': 'Co-Founder, Chief Technology Officer and Director', 'Sanjay Datta CFA': 'Chief Financial Officer', 'Scott Darling Esq.': 'Chief Legal Officer and Corporate Secretary', 'Anna M. Counselman': 'Co-Founder and Senior Vice President of Business Operations', 'Jason Schmidt': 'Vice President of Investor Relations', 'Annie Delgado': 'Chief Compliance Officer', 'Natalia Mirgorodskaya': 'Corporate Controller'}"
"Dec 16, 2020",LOGC,ContextLogic Inc,$24.00,$5.65,-76.46%,"Rishi Bajaj (Chairperson and Chief Executive Officer), Sheng Zhang (Co-Founder), Brett Just (Chief Accounting Officer and Chief Financial Officer), Ralph Fong (Head of Investor Relations), Joanna Rosen Forster (General Counsel and Chief Compliance Officer), Matthew Worby (Chief Human Resources Officer), Shuyan Wang (Head of Data Science)","ContextLogic Inc. operates as a mobile ecommerce company in Europe, North America, South America, and internationally.",United States,Internet Retail,Consumer Discretionary,"{'Rishi Bajaj': 'Chairperson and Chief Executive Officer', 'Sheng Zhang': 'Co-Founder', 'Brett Just': 'Chief Accounting Officer and Chief Financial Officer', 'Ralph Fong': 'Head of Investor Relations', 'Joanna Rosen Forster': 'General Counsel and Chief Compliance Officer', 'Matthew Worby': 'Chief Human Resources Officer', 'Shuyan Wang': 'Head of Data Science'}"
"Dec 16, 2020",BCAB,"BioAtla, Inc.",$18.00,$1.60,-91.11%,"Dr. Jay M. Short Ph.D. (Co-Founder, Chief Executive Officer and Chairman), Richard A. Waldron (Senior Vice President and Chief Financial Officer), Dr. Eric L. Sievers M.D. (Chief Medical Officer), Christian J. Vasquez (Chief Accounting Officer, Controller and Corporate Secretary), Susie Melody (Senior Vice President of Human Resources), Dr. Cathy Chang Ph.D. (Senior Vice President of Research and Development), Dr. Gerhard Frey Ph.D. (Senior Vice President of Technology Development), Monica Sullivan (Senior Vice President of Intellectual Property and Contracts), Sheri Lydick (Chief Commercial Officer), Dr. Bin Zhang (Senior Vice President of Clinical Development)","BioAtla, Inc., a clinical-stage biopharmaceutical company, develops specific and selective antibody-based therapeutics for the treatment of solid tumor cancer.",United States,Biotechnology,Healthcare,"{'Dr. Jay M. Short Ph.D.': 'Co-Founder, Chief Executive Officer and Chairman', 'Richard A. Waldron': 'Senior Vice President and Chief Financial Officer', 'Dr. Eric L. Sievers M.D.': 'Chief Medical Officer', 'Christian J. Vasquez': 'Chief Accounting Officer, Controller and Corporate Secretary', 'Susie Melody': 'Senior Vice President of Human Resources', 'Dr. Cathy Chang Ph.D.': 'Senior Vice President of Research and Development', 'Dr. Gerhard Frey Ph.D.': 'Senior Vice President of Technology Development', 'Monica Sullivan': 'Senior Vice President of Intellectual Property and Contracts', 'Sheri Lydick': 'Chief Commercial Officer', 'Dr. Bin Zhang': 'Senior Vice President of Clinical Development'}"
"Dec 16, 2020",SCPS,Scopus BioPharma Inc.,$5.50,$0.00,-100.00%,"Ira Scott Greenspan (Senior Advisor and Director), Robert J. Gibson (Vice Chairman, Secretary and Treasurer), Dr. Alan D. Horsager Ph.D. (President?of?Immuno-Oncology and President and Chief Executive Officer of Duet BioTherapeutics)","Scopus BioPharma Inc., a clinical-stage biopharmaceutical company, focuses on developing transformational therapeutics targeting serious diseases with unmet medical needs.",NY,Biotechnology,Healthcare,"{'Ira Scott Greenspan': 'Senior Advisor and Director', 'Robert J. Gibson': 'Vice Chairman, Secretary and Treasurer', 'Dr. Alan D. Horsager Ph.D.': 'President?of?Immuno-Oncology and President and Chief Executive Officer of Duet BioTherapeutics'}"
"Dec 15, 2020",KINZ,KINS Technology Group Inc.,$10.00,$4.10,-0.60%,"Khurram Parviz Sheikh (Founder, Interim Chief Financial Officer, Chairman and Chief Executive Officer), Chris Wiegand (Executive Vice President of Business Operations), Naresh H. Soni (Chief Technology Officer)","CXApp Inc. provides a workplace experience platform for enterprise customers in the United States, Canada, and the Philippines.",United States,Software - Application,Technology,"{'Khurram Parviz Sheikh': 'Founder, Interim Chief Financial Officer, Chairman and Chief Executive Officer', 'Chris Wiegand': 'Executive Vice President of Business Operations', 'Naresh H. Soni': 'Chief Technology Officer'}"
"Dec 15, 2020",OCG,Oriental Culture Holding LTD,$4.00,$1.13,-71.75%,"Yi Shao (Chief Executive Officer and Director), Lijuan Ding (Chief Financial Officer)","Oriental Culture Holding LTD, through its subsidiaries, operates an online platform to facilitate e-commerce trading of artwork and collectables in China and Hong Kong.",Hong Kong,Internet Retail,Consumer Discretionary,"{'Yi Shao': 'Chief Executive Officer and Director', 'Lijuan Ding': 'Chief Financial Officer'}"
"Dec 15, 2020",WNW,Meiwu Technology Company Limited,$5.00,$0.97,-80.60%,"Xinliang Zhang (Chief Executive Officer and Director), Zihao Liu (Chief Financial Officer)",Meiwu Technology Company Limited operates as an online and mobile commerce company in the People's Republic of China.,China,Internet Retail,Consumer Discretionary,"{'Xinliang Zhang': 'Chief Executive Officer and Director', 'Zihao Liu': 'Chief Financial Officer'}"
"Dec 11, 2020",CERT,"Certara, Inc.",$23.00,$13.37,-41.87%,"Dr. William F. Feehery Ph.D. (Chief Executive Officer and Director), Leif E. Pedersen (President and Chief Commercial Officer), John E. Gallagher III (SVice President, Principal Accounting Officer and Chief Financial Officer), Dr. Robert P. Aspbury Ph.D. (President of Certara Scientific Software), Dr. Patrick F. Smith Pharm.D. (President of Certara Drug Development Solutions), Max Kanevsky (Chief Technology Officer), Prof. Amin Rostami PharmD, Ph.D., FCP (Chief Scientific Officer), Ron DiSantis (Senior Vice President of Corporate Development), Sheila Rocchio MBA (Chief Marketing Officer), Dr. Frederic Yves Bois (Senior Scientific Advisor, Head of Mechanistic Modeling and Member of Simcyp Advisory Board)","Certara, Inc., together with its subsidiaries, provides software products and technology-enabled services to customers for biosimulation in drug discovery, preclinical and clinical research, regulatory submissions, and market access in the United States and internationally.",United States,Health Information Services,Healthcare,"{'Dr. William F. Feehery Ph.D.': 'Chief Executive Officer and Director', 'Leif E. Pedersen': 'President and Chief Commercial Officer', 'John E. Gallagher III': 'SVice President, Principal Accounting Officer and Chief Financial Officer', 'Dr. Robert P. Aspbury Ph.D.': 'President of Certara Scientific Software', 'Dr. Patrick F. Smith Pharm.D.': 'President of Certara Drug Development Solutions', 'Max Kanevsky': 'Chief Technology Officer', 'Prof. Amin Rostami PharmD, Ph.D., FCP': 'Chief Scientific Officer', 'Ron DiSantis': 'Senior Vice President of Corporate Development', 'Sheila Rocchio MBA': 'Chief Marketing Officer', 'Dr. Frederic Yves Bois': 'Senior Scientific Advisor, Head of Mechanistic Modeling and Member of Simcyp Advisory Board'}"
"Dec 11, 2020",FDMT,"4D Molecular Therapeutics, Inc.",$23.00,$22.78,-0.96%,"Dr. John F. Milligan Ph.D. (Executive Chairman), Dr. David H. Kirn M.D. (Co-Founder, Chief Executive Officer and Director), Dr. Fariborz Kamal Ph.D. (President and Chief Operating Officer), Dr. Noriyuki Kasahara M.D., Ph.D. (Chief Scientific Officer), Dr. Robert Y. Kim M.B.A., M.D. (Chief Medical Officer), Theresa Janke (Co-Founder and Chief of Staff), Uneek Mehra (Chief Financial and Business Officer), Dr. Scott P. Bizily J.D., Ph.D. (Chief Legal Officer and Corporate Secretary), Dr. An Song Ph.D. (Chief Development Officer), Dr. Alan H. Cohen FAAAAI, FAAP, FACAAI, FCCP, M.D. (Senior Vice President and Therapeutic Area Head of Pulmonology)","4D Molecular Therapeutics, Inc., a clinical-stage biotherapeutics company, develops genetic medicines using its therapeutic vector evolution platform in the Netherland and the United States.",United States,Biotechnology,Healthcare,"{'Dr. John F. Milligan Ph.D.': 'Executive Chairman', 'Dr. David H. Kirn M.D.': 'Co-Founder, Chief Executive Officer and Director', 'Dr. Fariborz Kamal Ph.D.': 'President and Chief Operating Officer', 'Dr. Noriyuki Kasahara M.D., Ph.D.': 'Chief Scientific Officer', 'Dr. Robert Y. Kim M.B.A., M.D.': 'Chief Medical Officer', 'Theresa Janke': 'Co-Founder and Chief of Staff', 'Uneek Mehra': 'Chief Financial and Business Officer', 'Dr. Scott P. Bizily J.D., Ph.D.': 'Chief Legal Officer and Corporate Secretary', 'Dr. An Song Ph.D.': 'Chief Development Officer', 'Dr. Alan H. Cohen FAAAAI, FAAP, FACAAI, FCCP, M.D.': 'Senior Vice President and Therapeutic Area Head of Pulmonology'}"
"Dec 11, 2020",ABCL,AbCellera Biologics Inc.,$20.00,$3.02,-84.90%,"Dr. Carl L.G. Hansen Ph.D. (Chief Executive Officer, President and Chairperson), Andrew Booth M.B.A. (Chief Financial Officer), Dr. Veronique Lecault Ph.D. (Chief Operating Officer and Director), Tryn T. Stimart Esq., J.D., M.Sc. (Chief Legal Officer, CCO, Compliance Officer, Corporate Secretary and Privacy Officer), Marcie Thiessen CPA, CGA (Senior Director of Finance and Accounting), Dr. Ester Falconer Ph.D. (Chief Technology Officer), Kathleen Reid B.A. (Head of Corporate Communications), Graham Craig M.Sc. (Director of Corporate Development), Murray McCutcheon Ph.D. (Senior Vice President of Partnering), Adam Clarke M.A.I.C.D., Ph.D. (Senior Vice President of Discovery)",AbCellera Biologics Inc. builds an engine for antibody drug discovery and development.,Canada,Biotechnology,Healthcare,"{'Dr. Carl L.G. Hansen Ph.D.': 'Chief Executive Officer, President and Chairperson', 'Andrew Booth M.B.A.': 'Chief Financial Officer', 'Dr. Veronique Lecault Ph.D.': 'Chief Operating Officer and Director', 'Tryn T. Stimart Esq., J.D., M.Sc.': 'Chief Legal Officer, CCO, Compliance Officer, Corporate Secretary and Privacy Officer', 'Marcie Thiessen CPA, CGA': 'Senior Director of Finance and Accounting', 'Dr. Ester Falconer Ph.D.': 'Chief Technology Officer', 'Kathleen Reid B.A.': 'Head of Corporate Communications', 'Graham Craig M.Sc.': 'Director of Corporate Development', 'Murray McCutcheon Ph.D.': 'Senior Vice President of Partnering', 'Adam Clarke M.A.I.C.D., Ph.D.': 'Senior Vice President of Discovery'}"
